Site No.,SU Type,SU No.,SU Description,FAP,FAP General,FAP Specific,FAT,FAT General,FAT Specific,PD No.,FS No.,PL No.,Item No.,Type Code,Type,Form,Part,Finish,Count,Weight (g),Vessel,Comments,Collection Date
5MT5,STR,1213,masonry surface structure,49,fill,other,52,mixed deposit,recent disturbance,516,8,,,CRG,Indeterminate Local Corrugated Gray,J,B,,42,205.1,,,8/7/1996
5MT5,STR,1213,masonry surface structure,49,fill,other,52,mixed deposit,recent disturbance,516,8,,,LBW,Late White Painted,B,B,C,1,3.7,,,8/7/1996
5MT5,STR,1213,masonry surface structure,49,fill,other,52,mixed deposit,recent disturbance,516,8,,,LWU,Late White Unpainted,U,B,,7,7.5,,,8/7/1996
5MT5,STR,1213,masonry surface structure,49,fill,other,52,mixed deposit,recent disturbance,516,8,,,LWU,Late White Unpainted,J,B,,9,23.4,,,8/7/1996
5MT5,STR,1213,masonry surface structure,49,fill,other,52,mixed deposit,recent disturbance,516,8,,1,VBW,Mesa Verde Black-on-white,B,R,C,1,3.4,,,8/7/1996
5MT5,STR,1213,masonry surface structure,49,fill,other,52,mixed deposit,recent disturbance,516,8,,2,HBW,Pueblo III White Painted,B,R,C,1,19.4,,,8/7/1996
5MT5,STR,1213,masonry surface structure,49,fill,other,52,mixed deposit,recent disturbance,517,3,,,HBW,Pueblo III White Painted,B,B,C,1,13.6,,,8/7/1996
5MT5,STR,1213,masonry surface structure,49,fill,other,52,mixed deposit,recent disturbance,517,3,,,LBW,Late White Painted,J,B,C,2,2.9,,,8/7/1996
5MT5,STR,1213,masonry surface structure,49,fill,other,52,mixed deposit,recent disturbance,517,3,,,LWU,Late White Unpainted,U,B,,1,0.7,,,8/7/1996
5MT5,STR,1213,masonry surface structure,49,fill,other,52,mixed deposit,recent disturbance,517,3,,,LWU,Late White Unpainted,B,B,,2,7.3,,,8/7/1996
5MT5,STR,1213,masonry surface structure,49,fill,other,52,mixed deposit,recent disturbance,517,3,,,LWU,Late White Unpainted,J,B,,2,2.4,,,8/7/1996
5MT5,STR,1213,masonry surface structure,49,fill,other,52,mixed deposit,recent disturbance,517,3,,,CRG,Indeterminate Local Corrugated Gray,J,B,,23,150.8,,,8/7/1996
5MT5,STR,1213,masonry surface structure,49,fill,other,52,mixed deposit,recent disturbance,517,3,,,LBW,Late White Painted,B,B,C,2,8.8,,,8/7/1996
5MT5,STR,1213,masonry surface structure,49,fill,other,52,mixed deposit,recent disturbance,517,3,,1,MRG,Mancos Corrugated Gray,J,R,,1,5.8,,,8/7/1996
5MT5,STR,1213,masonry surface structure,49,fill,other,52,mixed deposit,recent disturbance,517,3,,2,LWU,Late White Unpainted,J,R,,1,2.3,,,8/7/1996
5MT5,STR,1213,masonry surface structure,49,fill,other,52,mixed deposit,recent disturbance,517,3,,3,VBW,Mesa Verde Black-on-white,B,R,C,1,4.5,,,8/7/1996
5MT5,STR,1213,masonry surface structure,49,fill,other,52,mixed deposit,recent disturbance,546,3,,,LWU,Late White Unpainted,U,B,,2,1,,,9/10/1996
5MT5,STR,1213,masonry surface structure,49,fill,other,52,mixed deposit,recent disturbance,546,3,,,CRG,Indeterminate Local Corrugated Gray,J,B,,12,35.2,,,9/10/1996
5MT5,STR,1213,masonry surface structure,49,fill,other,52,mixed deposit,recent disturbance,546,3,,,GRA,Indeterminate Local Gray,J,B,,1,5.5,,,9/10/1996
5MT5,STR,1213,masonry surface structure,49,fill,other,52,mixed deposit,recent disturbance,546,3,,,LWU,Late White Unpainted,J,B,,5,7.7,,3 refit,9/10/1996
5MT5,STR,1213,masonry surface structure,40,fill,below a cultural surface,72,construction deposit,clean fill,561,1,,,HBW,Pueblo III White Painted,U,B,C,1,0.4,,,9/24/1996
5MT5,STR,1213,masonry surface structure,40,fill,below a cultural surface,72,construction deposit,clean fill,561,1,,,LWU,Late White Unpainted,J,B,,3,3.9,,kiva jar fillet fragment,9/24/1996
5MT5,STR,1213,masonry surface structure,40,fill,below a cultural surface,72,construction deposit,clean fill,561,1,,,LWU,Late White Unpainted,B,B,,1,0.4,,,9/24/1996
5MT5,STR,1213,masonry surface structure,40,fill,below a cultural surface,72,construction deposit,clean fill,561,1,,1,VBW,Mesa Verde Black-on-white,B,R,C,1,1.6,,,9/24/1996
5MT5,STR,1213,masonry surface structure,40,fill,below a cultural surface,71,construction deposit,refuse fill,562,1,,,LWU,Late White Unpainted,J,B,,12,19.3,,,9/25/1996
5MT5,STR,1213,masonry surface structure,40,fill,below a cultural surface,71,construction deposit,refuse fill,562,1,,,MBW,Mancos Black-on-white,J,B,M,1,5,,,9/25/1996
5MT5,STR,1213,masonry surface structure,40,fill,below a cultural surface,71,construction deposit,refuse fill,562,1,,,MBW,Mancos Black-on-white,B,B,M,1,2.8,,,9/25/1996
5MT5,STR,1213,masonry surface structure,40,fill,below a cultural surface,71,construction deposit,refuse fill,562,1,,,LBW,Late White Painted,J,B,C,1,0.7,,,9/25/1996
5MT5,STR,1213,masonry surface structure,40,fill,below a cultural surface,71,construction deposit,refuse fill,562,1,,,LWU,Late White Unpainted,O,B,,2,4.4,,unknown handle fragment,9/25/1996
5MT5,STR,1213,masonry surface structure,40,fill,below a cultural surface,71,construction deposit,refuse fill,562,1,,,LBW,Late White Painted,B,B,C,1,2.4,,,9/25/1996
5MT5,STR,1213,masonry surface structure,40,fill,below a cultural surface,71,construction deposit,refuse fill,562,1,,,LWU,Late White Unpainted,B,B,,1,4,,,9/25/1996
5MT5,STR,1213,masonry surface structure,40,fill,below a cultural surface,71,construction deposit,refuse fill,562,1,,,LBW,Late White Painted,J,B,M,1,0.5,,,9/25/1996
5MT5,STR,1213,masonry surface structure,40,fill,below a cultural surface,71,construction deposit,refuse fill,562,1,,,CRG,Indeterminate Local Corrugated Gray,J,B,,10,12.7,,,9/25/1996
5MT5,STR,1213,masonry surface structure,40,fill,below a cultural surface,71,construction deposit,refuse fill,562,1,,,LWU,Late White Unpainted,U,B,,4,2.2,,,9/25/1996
5MT5,STR,1213,masonry surface structure,40,fill,below a cultural surface,72,construction deposit,clean fill,564,1,,,LWU,Late White Unpainted,U,B,,1,1.6,,,9/25/1996
5MT5,STR,1213,masonry surface structure,40,fill,below a cultural surface,72,construction deposit,clean fill,564,1,,,CRG,Indeterminate Local Corrugated Gray,J,B,,2,5.8,,,9/25/1996
5MT5,STR,1214,masonry surface structure,38,fill,upper,20,collapsed structure,not further specified,538,16,,,CRG,Indeterminate Local Corrugated Gray,J,B,,2,5.9,,,9/11/1996
5MT5,STR,1214,masonry surface structure,38,fill,upper,20,collapsed structure,not further specified,538,21,,,LWU,Late White Unpainted,O,B,,1,66.9,,,9/3/1996
